,text,link
151,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJw0zLGOhCAQgOGngZLADAIWFNdYXHIPMQ54knhikHOzb7_ZTaz_P1-K4CixzNF460ePOmi5RuAhoAZAvWTAHDw7oDzgjNbOlhZZokHtjAEXRmWsdwZuwI_Bo_qmi36obKrsSxVWzyWlsv9WxfVPbnHt_TgFfgmYBEz9UXrP7d0ETPcqWzxaPepJm2LaKZGwmpj_G_Hz41wRXgEAAP__F4A5zg__;!!CKcPr9h30w!eo61RQ_DOtRr3SzmrGwDD00v5eHs6bVchOc2KCbCFbEHGoRJotphnhkZ_iTpB1t7ULAIRimqU4cYw3X6ihNu4lhQQ8MZ$
152,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJw0zM9qxCAQgPGn0aOoYx09eCiUUAq99dTbZIyNbBpDNn_Yty8p7PX74JeT9ZRZDsmgw4igg5ZjehkKuxgohAIIAXAwve5tyaa44CLJmgxob4z1ISrj0Bv7BDAGBPVBB31SnVSdSxNO9zXnOv80xe1XTmnctuUu4FXYTtjuPE_1aPu298P1r0IbjwK6Q8Dbe3F7vX2j_7rJNS1rW9qdJsU0UybhNDHvK_Hjnz6S_QsAAP__twk_5Q__;!!CKcPr9h30w!eo61RQ_DOtRr3SzmrGwDD00v5eHs6bVchOc2KCbCFbEHGoRJotphnhkZ_iTpB1t7ULAIRimqU4cYw3X6ihNu4utUxc3t$
153,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUjD1OBSEQgE8DJYEZ5KegsKEw8RDzBvQReUDWdTd7e6OJhfX3UxI4KixrMt766FEHLe_pCblUewMXSaMGX9EiVDS2AoYQWLZkUDtjwIWojPXOwN_Ax-BRvdBBr9S6auNtCqtvrZQ23qfi-ZA93fd9CXwWkAXk8zxVb-OjljZ-uIDM87FoXALyv3BLa5trflJXTIMKCauJ-Wsjvn6FI8F3AAAA__8sBj_S__;!!CKcPr9h30w!eo61RQ_DOtRr3SzmrGwDD00v5eHs6bVchOc2KCbCFbEHGoRJotphnhkZ_iTpB1t7ULAIRimqU4cYw3X6ihNu4vgGPisu$
154,click here,https://urldefense.com/v3/__https://email.biddingo.com/c/eJyEzcFq7CAUxvGnMbsresx4zMLFwBC4hUJf4Xg0M5ZEgyYDffvCQKG7bj9-fP_owVLkIXmNI05olFPDwy_stANUcEFGownCkihdCBbDUwA3ZK-NslqDdZPUI1oNPwc4OTTyjZ70TnmVuSxVjCrkGHO5V8l1G1b_OI5dmKuAWcBMcctF_hav_So3ykWY-agfdE_C3LiWnsrx7yz9DJ1bDkl-9l2APXtq_6Mwt73VvXZaJVOhSGJUxHw24q9Xufk_wNPDdwAAAP__oJ5XAg__;!!CKcPr9h30w!eo61RQ_DOtRr3SzmrGwDD00v5eHs6bVchOc2KCbCFbEHGoRJotphnhkZ_iTpB1t7ULAIRimqU4cYw3X6ihNu4tvUCpZ1$
155,HOME,https://urldefense.com/v3/__https://www.merx.com/__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5LQVJncF$
156,Maintenance services (repair and/or overhaul and/or modification) of two (2) Colins CDU-6000 Control Display unit by the Original Equipment Manufacturer (OEM) or an OEM authorized repair facility.,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975893?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975893&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Kl8uY6h$
157,Facility Condition Assessments - Advanced Education Facilities 2025,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523279451?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523279451&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L-AIS5J$
158,VOR for Environmental Remediation Contractor Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448885056?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523225658&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Aky40jD$
159,Consulting Engineering Services - Community Consultation - Oak Bay Active Transportation Strategy,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523074381?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523074381&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5M5q_bz5$
160,EQ754-251260 Big Chute Marine Railway Replacement Trent-Severn Waterway,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975892?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975892&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5EjVovs_$
161,+1 more - See them on MERX,https://urldefense.com/v3/__https://www.merx.com/public/supplier/matching-solicitations?campaignRunTime=2025-05-22T15:36:17.728470&savedSearch=1450209005&utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=viewmore_17220162__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Nnf8ten$
162,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5E1gqW7C$
163,merx@merx.com,mailto:merx@merx.com
164,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L440yam$
165,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GAGhEFw$"
166,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5P5aEout$
167,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GDFjzQ4$
168,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5APLrnr2$
169,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
170,HOME,https://urldefense.com/v3/__https://www.merx.com/__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5LQVJncF$
171,HOME,https://urldefense.com/v3/__https://www.merx.com/__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5LQVJncF$
172,Maintenance services (repair and/or overhaul and/or modification) of two (2) Colins CDU-6000 Control Display unit by the Original Equipment Manufacturer (OEM) or an OEM authorized repair facility.,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975893?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975893&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Kl8uY6h$
173,Facility Condition Assessments - Advanced Education Facilities 2025,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523279451?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523279451&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L-AIS5J$
174,VOR for Environmental Remediation Contractor Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448885056?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523225658&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Aky40jD$
175,Consulting Engineering Services - Community Consultation - Oak Bay Active Transportation Strategy,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523074381?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523074381&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5M5q_bz5$
176,EQ754-251260 Big Chute Marine Railway Replacement Trent-Severn Waterway,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975892?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975892&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5EjVovs_$
177,+1 more - See them on MERX,https://urldefense.com/v3/__https://www.merx.com/public/supplier/matching-solicitations?campaignRunTime=2025-05-22T15:36:17.728470&savedSearch=1450209005&utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=viewmore_17220162__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Nnf8ten$
178,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5E1gqW7C$
179,merx@merx.com,mailto:merx@merx.com
180,Maintenance services (repair and/or overhaul and/or modification) of two (2) Colins CDU-6000 Control Display unit by the Original Equipment Manufacturer (OEM) or an OEM authorized repair facility.,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975893?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975893&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Kl8uY6h$
181,Maintenance services (repair and/or overhaul and/or modification) of two (2) Colins CDU-6000 Control Display unit by the Original Equipment Manufacturer (OEM) or an OEM authorized repair facility.,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975893?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975893&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Kl8uY6h$
182,Maintenance services (repair and/or overhaul and/or modification) of two (2) Colins CDU-6000 Control Display unit by the Original Equipment Manufacturer (OEM) or an OEM authorized repair facility.,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975893?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975893&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Kl8uY6h$
183,Facility Condition Assessments - Advanced Education Facilities 2025,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523279451?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523279451&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L-AIS5J$
184,Facility Condition Assessments - Advanced Education Facilities 2025,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523279451?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523279451&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L-AIS5J$
185,Facility Condition Assessments - Advanced Education Facilities 2025,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523279451?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523279451&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L-AIS5J$
186,VOR for Environmental Remediation Contractor Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448885056?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523225658&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Aky40jD$
187,VOR for Environmental Remediation Contractor Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448885056?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523225658&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Aky40jD$
188,VOR for Environmental Remediation Contractor Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3448885056?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523225658&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Aky40jD$
189,Consulting Engineering Services - Community Consultation - Oak Bay Active Transportation Strategy,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523074381?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523074381&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5M5q_bz5$
190,Consulting Engineering Services - Community Consultation - Oak Bay Active Transportation Strategy,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523074381?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523074381&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5M5q_bz5$
191,Consulting Engineering Services - Community Consultation - Oak Bay Active Transportation Strategy,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443523074381?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443523074381&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5M5q_bz5$
192,EQ754-251260 Big Chute Marine Railway Replacement Trent-Severn Waterway,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975892?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975892&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5EjVovs_$
193,EQ754-251260 Big Chute Marine Railway Replacement Trent-Severn Waterway,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975892?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975892&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5EjVovs_$
194,EQ754-251260 Big Chute Marine Railway Replacement Trent-Severn Waterway,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/22784975892?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_22784975892&language=EN__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5EjVovs_$
195,+1 more - See them on MERX,https://urldefense.com/v3/__https://www.merx.com/public/supplier/matching-solicitations?campaignRunTime=2025-05-22T15:36:17.728470&savedSearch=1450209005&utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=viewmore_17220162__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5Nnf8ten$
196,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-22_PM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5E1gqW7C$
197,merx@merx.com,mailto:merx@merx.com
198,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L440yam$
199,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GAGhEFw$"
200,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5P5aEout$
201,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GDFjzQ4$
202,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5APLrnr2$
203,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5L440yam$
204,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GAGhEFw$"
205,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5P5aEout$
206,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5GDFjzQ4$
207,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!eZIv_8YsKurjdymh5v0zyyagM7rZ0BcqBe2yItf-p2362QQMx1W0xdJacEWBY6FnZhnclDlJ5APLrnr2$
208,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
209,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
210,HOME,https://urldefense.com/v3/__https://www.merx.com/__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZcc9ybfI$
211,Red Hat Site Subscription,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3450184281?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443521945431&language=EN__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZYB5kLaX$
212,Mount Royal University Financial Statements Audit,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443522348555?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443522348555&language=EN__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZZ4nCVQQ$
213,PRE-QUALIFICATION SAP STAFF AUGMENTATION PARTNER(S),https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443522185449?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443522185449&language=EN__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZcLirFcG$
214,Vehicle Decals,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/view-notice/443522348568?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443522348568&language=EN__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZfEYmT4r$
215,Microsoft Azure Data Storage Solution and Implementation Services,https://urldefense.com/v3/__https://www.merx.com/private/supplier/interception/open-solicitation/3450184272?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=abstract_443521927431&language=EN__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZbha1vOl$
216,+2 more - See them on MERX,https://urldefense.com/v3/__https://www.merx.com/public/supplier/matching-solicitations?campaignRunTime=2025-05-22T04:06:23.129934&savedSearch=1450209005&utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=viewmore_17220162__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZcVxb9Vr$
217,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZXMydEpv$
218,merx@merx.com,mailto:merx@merx.com
219,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZbnAEhKQ$
220,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZW2NhUoo$"
221,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZVwc_tsZ$
